players,nation,pos,club,age,weekly,mp,starts,minutes,90s,goals,assists,nonpkg,pkmade,pkatt,yellowcrd,redcrd,shots,shtont,shtont%,shot/90,shtont/90,goal/sht,goal/shtont,distance,fksht,plyrtkl,tklw,dribtkl,dribpast,press,blocks,shblck,passblck,int,tkl+int,clr,errleadsht,2yelcrd,fouls,fouldrwn,offsides,cross,pkwon,pkcon,og,recov,aerialwon,aeriallost,won%,sca,sca90,dribsa,fouldsa,defsa,gca,gca90,dribg,fouldg,defg,mn/mp,min%,cmplmatch,subbedon,mn/sub,unsub,ong,onga,passcomp,passatt,passcomp%,livepass,deadpass,fkpass,pasfrmtbck,unprpass,offpasses,outobound,intercpass,blckdpass,touches,succdrib,attdrib,succ%,plyrsdrib,nutmegs,totdist,prgdist,disposs,passtarg,passrecvd,passrec%,progpass
Che Adams,SCO,FW,Southampton,25,30000,30,23,2039,22.7,7,3,7,0,0,0,0,49,24,49,2.16,1.06,0.14,0.29,12.9,0,16,9,2,13,332,25,4,21,10,26,15,0,0,31,47,7,11,0,0,0,120,56,111,33.5,51,2.25,1,11,1,4,0.18,0,0,1,68,59.6,13,7,22,4,25,40,337,484,69.6,468,16,0,4,137,2,10,26,31,766,14,33,42.4,17,0,1884,833,48,1024,542,52.9,160
Michail Antonio,JAM,FW,West Ham,31,70000,36,34,2971,33,10,8,10,0,1,8,1,83,27,32.5,2.51,0.82,0.12,0.37,14.3,0,28,23,6,14,460,26,1,25,14,42,17,0,1,51,63,13,54,0,0,0,138,81,145,35.8,102,3.09,13,8,6,17,0.51,1,2,1,83,86.9,23,2,33,1,55,43,466,708,65.8,671,37,3,7,220,6,19,34,55,1190,45,94,47.9,49,4,4398,2550,88,1673,898,53.7,264
Adam Armstrong,ENG,FW,Southampton,24,47885,23,17,1413,15.7,2,2,2,0,0,1,0,47,14,29.8,2.99,0.89,0.04,0.14,17,0,10,7,0,6,239,10,1,9,9,19,6,0,0,15,9,2,22,1,0,0,57,14,38,26.9,29,1.85,4,4,0,3,0.19,0,1,0,61,41.3,10,6,10,14,12,31,223,315,70.8,284,31,0,1,65,1,3,14,13,489,19,38,50,20,1,1933,1062,25,651,348,53.5,109
Jordan Ayew,GHA,FW,Crystal Palace,29,32500,31,23,2019,22.4,3,3,3,0,0,2,0,35,8,22.9,1.56,0.36,0.09,0.38,16.4,1,52,34,11,11,515,37,4,33,28,80,9,0,0,42,70,1,50,1,0,0,156,31,62,33.3,47,2.1,1,8,3,6,0.27,0,1,1,65,59,10,8,20,6,31,31,570,745,76.5,732,13,2,1,136,2,13,27,42,1134,38,72,52.8,41,6,5294,3073,81,1077,810,75.2,97
Patrick Bamford,ENG,FW,Leeds United,27,35000,9,7,559,6.2,2,2,2,0,0,2,0,20,5,25,3.22,0.81,0.1,0.4,13.6,0,3,2,1,3,111,6,3,3,3,6,8,0,0,7,8,5,4,0,0,0,19,5,15,25,12,1.93,1,1,1,3,0.48,1,0,0,62,16.3,4,2,28,1,7,14,85,103,82.5,87,16,0,1,19,0,4,1,4,175,4,8,50,5,0,462,210,6,259,115,44.4,37
Ashley Barnes,ENG,FW,Burnley,31,40000,23,8,808,9,1,0,0,1,1,4,0,15,5,33.3,1.67,0.56,0,0,16,0,13,10,2,4,157,6,1,5,6,19,4,0,0,24,14,9,4,0,1,0,46,41,76,35,21,2.34,0,3,1,1,0.11,0,0,0,35,23.6,2,15,13,7,6,19,130,199,65.3,196,3,0,0,90,6,10,6,8,311,4,8,50,4,0,580,290,19,416,222,53.4,52
Christian Benteke,BEL,FW,Crystal Palace,30,120000,25,11,1145,12.7,4,1,4,0,0,3,0,39,13,33.3,3.07,1.02,0.1,0.31,11.4,0,8,2,2,4,120,8,4,4,1,9,30,1,0,17,17,10,2,0,0,0,45,88,61,59.1,20,1.57,1,1,0,1,0.08,0,0,0,46,33.5,6,14,17,12,17,20,205,300,68.3,279,21,1,1,113,3,8,15,8,462,9,19,47.4,11,1,1034,497,14,655,344,52.5,104
Jarrod Bowen,ENG,FW,West Ham,24,96154,36,34,2983,33.1,12,10,12,0,0,6,0,80,33,41.3,2.41,1,0.15,0.36,15.4,0,39,26,15,29,559,47,2,45,38,77,8,0,0,26,51,13,57,2,0,0,194,40,78,33.9,95,2.87,8,4,3,21,0.63,3,3,0,83,87.2,22,2,18,0,57,46,586,862,68,746,116,19,5,176,3,15,36,41,1276,27,66,40.9,29,2,5414,2450,67,1277,805,63,191
Armando Broja,ALB,FW,Southampton,19,6538,32,21,1975,21.9,6,0,6,0,0,2,0,48,19,39.6,2.19,0.87,0.13,0.32,12.1,0,17,12,2,12,376,22,2,20,13,30,8,0,0,38,32,13,19,1,0,0,100,94,175,34.9,37,1.69,6,5,4,3,0.14,1,2,0,62,57.7,6,11,24,0,26,37,250,404,61.9,399,5,0,0,146,0,9,23,18,697,31,64,48.4,34,4,2619,1623,62,1061,508,47.9,120
Dominic Calvert-Lewin,ENG,FW,Everton,24,20000,17,15,1283,14.3,5,2,3,2,3,2,0,30,11,36.7,2.1,0.77,0.1,0.27,13.1,0,14,11,2,4,198,11,3,8,6,20,12,0,0,21,22,4,3,1,0,0,49,97,107,47.5,30,2.1,2,4,1,4,0.28,0,1,0,75,37.5,9,2,15,3,23,31,180,292,61.6,279,13,0,0,142,1,6,14,14,463,6,10,60,6,1,862,249,22,749,337,45,71
Edinson Cavani,URU,FW,Manchester Utd,34,250000,15,7,766,8.5,2,1,2,0,0,0,0,18,6,33.3,2.11,0.7,0.11,0.33,11.4,0,4,2,3,3,105,9,0,9,9,13,7,0,0,9,6,6,3,0,0,0,34,5,15,25,11,1.29,0,1,0,2,0.23,0,0,0,51,22.4,4,8,25,0,13,10,180,225,80,218,7,1,0,36,0,3,8,2,296,4,5,80,4,0,390,107,3,374,219,58.6,43
Patson Daka,ZAM,FW,Leicester City,22,62115,23,13,1159,12.9,5,3,5,0,0,2,0,26,15,57.7,2.02,1.16,0.19,0.33,15.4,0,17,11,1,12,233,11,0,11,3,20,8,0,0,20,16,7,4,0,0,0,58,22,49,31,24,1.86,0,1,1,7,0.54,0,0,1,50,33.9,2,10,17,13,20,20,172,223,77.1,201,22,0,1,69,0,2,14,9,382,3,18,16.7,6,0,647,345,23,523,250,47.8,72
Luis Diaz,COL,FW,Liverpool,24,56000,13,11,958,10.6,4,3,4,0,0,0,0,38,14,36.8,3.57,1.32,0.11,0.29,16,0,12,10,3,7,163,9,1,8,4,16,2,0,0,16,21,3,22,0,0,0,81,10,28,26.3,49,4.6,10,0,2,4,0.38,0,0,0,74,28,4,2,26,3,25,4,394,448,87.9,447,1,0,2,75,0,2,18,7,595,32,48,66.7,34,0,2775,1533,30,618,475,76.9,110
Odsonne Edouard,FRA,FW,Crystal Palace,23,94808,28,18,1564,17.4,6,3,5,1,1,4,0,38,17,44.7,2.19,0.98,0.13,0.29,12.7,0,17,13,2,17,340,24,5,19,11,28,16,0,0,28,11,4,8,0,0,0,86,46,64,41.8,39,2.24,4,0,4,3,0.17,0,0,0,56,45.7,6,10,15,7,24,19,315,435,72.4,415,20,0,1,138,4,2,27,17,684,23,56,41.1,27,3,2165,1390,46,838,487,58.1,124
Anthony Elanga,SWE,FW,Manchester Utd,19,9038,21,14,1214,13.5,2,2,2,0,0,0,0,21,7,33.3,1.56,0.52,0.1,0.29,15.4,0,25,17,8,18,289,24,2,22,19,44,6,0,0,11,24,3,16,0,0,0,67,27,25,51.9,18,1.33,3,4,2,5,0.37,1,1,1,58,35.5,5,7,17,3,20,17,346,441,78.5,429,12,0,1,104,1,4,27,16,622,15,39,38.5,18,0,2020,1114,17,611,449,73.5,86
Roberto Firmino,BRA,FW,Liverpool,29,180000,20,10,990,11,5,4,5,0,0,3,0,30,11,36.7,2.73,1,0.17,0.45,15.1,0,34,21,4,11,249,20,0,20,4,38,3,0,0,9,9,3,8,0,0,0,69,13,30,30.2,37,3.36,1,0,1,6,0.55,0,0,1,50,28.9,3,10,22,2,32,9,393,501,78.4,485,16,1,2,118,0,4,30,24,669,17,32,53.1,19,2,2031,1050,26,690,506,73.3,142
Ashley Fletcher,ENG,FW,Watford,25,6923,3,0,30,0.3,0,0,0,0,0,0,0,2,1,50,6,3,0,0,19.9,0,2,2,1,0,9,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4,2,6,25,2,6,0,0,0,0,0,0,0,0,10,0.9,0,3,10,14,0,0,3,9,33.3,9,0,0,0,5,0,0,1,2,15,0,1,0,0,0,29,15,0,29,8,27.6,1
Phil Foden,ENG,FW,Manchester City,21,11923,28,24,2128,23.6,9,5,9,0,0,1,0,58,22,37.9,2.45,0.93,0.16,0.41,14.1,0,19,15,7,3,410,12,2,10,17,36,1,0,0,17,38,13,59,0,0,0,115,8,33,19.5,83,3.51,3,3,1,13,0.55,0,0,0,76,62.2,15,4,26,5,59,16,884,1096,80.7,990,106,20,6,174,3,13,39,34,1327,39,55,70.9,40,2,4653,2225,51,1311,1027,78.3,184
Dwight Gayle,ENG,FW,Newcastle Utd,30,40000,8,0,38,0.4,0,0,0,0,0,1,0,2,0,0,4.74,0,0,,7,0,1,0,0,0,18,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,1,1,3,25,2,4.74,0,0,0,0,0,0,0,0,5,1.1,0,8,5,28,1,0,11,13,84.6,13,0,0,0,3,0,0,0,1,23,0,1,0,0,0,40,28,0,28,17,60.7,4
Anwar El Ghazi,NED,FW,Everton,26,30962,2,0,13,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,1,1,1,0,10,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0.4,0,2,7,8,0,0,8,9,88.9,7,2,0,0,2,0,0,1,0,14,0,1,0,0,0,49,24,0,17,8,47.1,2
Jack Grealish,ENG,FW,Manchester City,25,300000,26,22,1914,21.3,3,3,3,0,0,3,0,45,16,35.6,2.12,0.75,0.07,0.19,14.3,0,20,15,3,9,269,20,2,18,16,36,7,0,0,18,65,5,36,0,0,0,106,16,30,34.8,110,5.17,5,11,1,7,0.33,0,0,0,74,56,15,4,12,8,52,8,830,960,86.5,934,26,3,3,190,4,10,33,39,1216,34,59,57.6,37,1,7778,4678,43,1223,1001,81.8,194
Kelechi Iheanacho,NGA,FW,Leicester City,24,60000,26,13,1264,14,4,5,4,0,0,1,0,31,11,35.5,2.21,0.78,0.13,0.36,17.1,0,15,9,4,8,244,16,1,15,4,19,10,0,0,26,12,7,10,0,0,0,61,15,46,24.6,36,2.56,2,1,2,8,0.57,0,0,2,49,37,4,13,21,9,18,25,271,352,77,334,18,1,4,100,2,12,14,18,540,15,32,46.9,16,2,1774,912,30,720,397,55.1,102
Danny Ings,ENG,FW,Aston Villa,29,120000,30,22,1898,21.1,7,6,6,1,1,4,0,48,17,35.4,2.28,0.81,0.13,0.35,13.3,0,26,11,11,17,385,30,4,26,15,41,19,0,0,20,14,11,17,0,0,0,89,23,52,30.7,31,1.47,1,1,1,8,0.38,0,0,0,63,55.5,7,8,20,3,29,26,258,380,67.9,359,21,1,1,93,2,4,21,14,623,11,35,31.4,13,3,1632,795,17,768,399,52,117
Daniel James,WAL,FW,Manchester Utd,23,50000,2,2,126,1.4,0,0,0,0,0,0,0,4,1,25,2.86,0.71,0,0,17.3,0,4,4,1,0,31,2,0,2,0,4,1,0,0,1,1,2,5,0,0,0,12,0,1,0,3,2.14,0,0,0,0,0,0,0,0,63,3.7,0,0,,1,5,1,22,32,68.8,32,0,0,0,6,0,1,0,1,53,0,3,0,1,0,232,158,3,50,34,68,15
Gabriel Jesus,BRA,FW,Manchester City,24,90000,28,21,1877,20.9,8,8,7,1,1,1,0,63,21,33.3,3.02,1.01,0.11,0.33,13.2,0,24,12,6,19,295,25,1,24,18,42,7,0,0,30,31,10,27,2,0,0,128,21,41,33.9,78,3.74,13,4,2,18,0.86,2,2,2,67,54.9,13,7,17,6,50,15,638,758,84.2,740,18,1,2,140,1,9,27,20,1033,40,61,65.6,45,4,3983,2035,46,1104,797,72.2,161
Raul Jimenez,MEX,FW,Wolves,30,41154,34,30,2631,29.2,6,4,5,1,1,9,2,57,15,26.3,1.95,0.51,0.09,0.33,16.1,1,33,23,4,17,445,36,8,28,19,52,27,0,2,55,58,23,20,0,0,0,121,74,93,44.3,67,2.29,4,5,3,15,0.51,3,1,1,77,76.9,20,4,22,0,28,28,557,779,71.5,727,52,0,3,230,4,21,40,36,1210,38,93,40.9,45,2,3164,1636,66,1405,889,63.3,193
Diogo Jota,POR,FW,Liverpool,24,90000,35,27,2364,26.3,15,4,15,0,0,3,0,91,33,36.3,3.46,1.26,0.16,0.45,11.8,0,36,21,10,37,589,19,3,16,17,53,6,0,0,40,45,5,16,2,0,0,141,37,96,27.8,87,3.31,12,9,4,14,0.53,4,2,0,68,69.1,10,8,25,1,58,19,568,771,73.7,764,7,0,7,156,5,12,36,43,1129,32,73,43.8,40,9,3994,2485,48,1372,865,63,227
Samuel Kalu,NGA,FW,Watford,23,14038,4,2,222,2.5,0,0,0,0,0,0,0,4,1,25,1.62,0.41,0,0,21.9,1,2,2,1,1,23,3,0,3,5,7,3,0,0,0,5,3,4,0,0,0,5,2,3,40,6,2.43,0,2,1,0,0,0,0,0,56,6.5,1,2,24,7,1,6,54,65,83.1,59,6,4,1,20,0,0,0,0,100,2,5,40,2,0,321,180,6,90,71,78.9,11
Harry Kane,ENG,FW,Tottenham,28,200000,37,36,3232,35.9,17,9,13,4,4,5,0,131,51,38.9,3.65,1.42,0.1,0.25,16.9,8,19,10,8,17,378,22,9,13,7,26,38,0,0,46,70,17,40,0,0,0,150,95,106,47.3,117,3.26,10,6,2,21,0.58,1,0,0,87,94.5,35,1,19,0,66,40,659,952,69.2,896,56,7,19,254,12,14,64,65,1434,62,102,60.8,67,10,5290,2479,73,1755,1106,63,289
Joshua King,NOR,FW,Watford,29,39231,32,27,2248,25,5,3,4,1,1,5,0,48,18,37.5,1.92,0.72,0.08,0.22,14.7,0,31,21,5,11,486,21,5,16,12,43,27,0,0,44,25,8,24,1,0,0,105,93,127,42.3,60,2.4,4,5,1,7,0.28,1,0,0,36,1.1,0,1,36,37,3,0,387,524,73.9,487,37,0,4,183,4,8,23,19,864,36,67,53.7,38,4,2795,1559,43,1104,600,54.3,162
Shane Long,IRL,FW,Southampton,34,60000,13,3,308,3.4,1,0,1,0,0,1,0,9,5,55.6,2.63,1.46,0.11,0.2,10.7,0,8,3,1,0,83,3,0,3,1,9,1,0,0,9,9,3,4,0,0,0,15,27,27,50,5,1.46,0,3,0,0,0,0,0,0,61,42.8,12,9,20,13,19,29,46,75,61.3,74,1,0,0,35,0,1,2,5,140,2,5,40,2,0,183,54,11,176,105,59.7,26
Romelu Lukaku,BEL,FW,Chelsea,28,325000,26,16,1589,17.7,8,0,7,1,1,1,0,42,13,31,2.38,0.74,0.17,0.54,13.1,1,5,3,2,3,190,10,3,7,1,6,21,0,0,8,14,14,9,3,0,0,49,48,50,49,44,2.49,4,6,2,5,0.28,1,3,1,61,26.6,9,6,17,9,11,20,234,320,73.1,293,27,0,5,119,2,2,24,13,504,15,29,51.7,19,1,1263,759,28,777,371,47.7,149
Riyad Mahrez,ALG,FW,Manchester City,30,120000,28,15,1498,16.6,11,5,7,4,5,0,0,56,18,32.1,3.36,1.08,0.13,0.39,17.2,6,10,6,3,12,192,16,1,15,13,23,1,0,0,10,18,3,54,0,0,0,109,12,16,42.9,64,3.85,1,1,1,7,0.42,0,0,0,34,7.8,1,6,16,9,2,4,767,930,82.5,839,91,11,3,120,4,10,26,19,1116,26,44,59.1,26,0,4820,2520,33,980,854,87.1,139
Sadio Mane,SEN,FW,Liverpool,29,100000,34,32,2819,31.3,16,2,16,0,0,5,0,99,37,37.4,3.16,1.18,0.16,0.43,13.3,0,33,18,8,17,452,36,4,32,15,48,10,0,0,52,61,19,51,1,0,0,176,29,54,34.9,97,3.1,5,8,3,13,0.42,1,1,0,66,36.8,9,4,8,11,14,27,819,1091,75.1,1078,13,2,4,233,6,28,77,54,1556,49,82,59.8,52,9,6608,3397,72,1880,1240,66,356
Jean-Philippe Mateta,FRA,FW,Crystal Palace,24,53462,22,13,1145,12.7,5,1,5,0,0,2,0,37,18,48.6,2.91,1.41,0.14,0.28,10.5,0,7,5,3,10,249,12,3,9,4,11,15,0,0,19,10,14,9,0,0,0,46,42,53,44.2,18,1.41,0,0,0,2,0.16,0,0,0,60,40.4,7,7,15,10,22,26,169,243,69.5,227,16,0,0,78,2,4,11,14,388,15,25,60,16,2,919,441,18,574,277,48.3,61
Neal Maupay,FRA,FW,Brighton,24,50000,32,25,2276,25.3,8,2,7,1,2,7,0,59,14,23.7,2.33,0.55,0.12,0.5,15.9,0,19,12,5,9,508,21,3,18,10,29,3,0,0,37,39,6,5,0,0,0,117,24,78,23.5,64,2.53,7,5,0,3,0.12,0,0,0,83,84.9,22,1,29,1,41,47,479,617,77.6,561,56,1,1,168,3,7,37,33,885,29,49,59.2,33,4,2487,1220,55,1189,635,53.4,214
Bryan Mbeumo,FRA,FW,Brentford,21,20000,35,34,2905,32.3,4,7,3,1,1,4,0,77,19,24.7,2.39,0.59,0.04,0.16,15.9,3,38,25,7,11,505,38,8,30,23,61,21,0,0,23,41,13,54,0,0,0,179,34,123,21.7,77,2.39,8,5,1,12,0.37,0,1,0,69,42.1,11,6,22,1,22,15,544,814,66.8,766,48,18,1,164,3,19,51,45,1221,35,74,47.3,37,5,4325,2390,63,1545,846,54.8,266
Liam McCarron,SCO,FW,Leeds United,20,769,1,0,10,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,90,44.7,17,0,,1,16,27,2,2,100,2,0,0,0,2,0,0,0,0,2,0,0,,0,0,32,8,0,1,1,100,0
Eddie Nketiah,ENG,FW,Arsenal,22,45000,21,8,835,9.3,5,1,5,0,0,3,0,28,12,42.9,3.02,1.29,0.18,0.42,14.2,0,12,7,1,2,178,7,2,5,6,18,7,0,0,21,16,5,11,0,0,0,43,9,42,17.6,23,2.48,2,1,2,4,0.43,0,0,2,56,4.9,1,1,15,2,6,2,187,233,80.3,224,9,0,0,35,0,3,10,8,373,10,27,37,13,1,1627,857,13,422,278,65.9,71
Divock Origi,BEL,FW,Liverpool,26,60000,7,0,133,1.5,3,0,3,0,0,0,0,10,5,50,6.77,3.38,0.3,0.6,13.9,0,0,0,0,3,29,2,0,2,3,3,1,0,0,3,2,0,1,0,0,0,12,3,5,37.5,2,1.35,0,0,0,2,1.35,0,0,0,46,23,0,8,26,12,15,7,30,37,81.1,37,0,0,0,11,0,0,2,1,68,1,3,33.3,2,0,142,65,5,66,50,75.8,17
Teemu Pukki,FIN,FW,Norwich City,31,25000,37,37,3253,36.1,11,3,8,3,3,4,0,68,24,35.3,1.88,0.66,0.12,0.33,14.9,0,24,11,3,13,702,21,2,19,17,41,4,0,0,44,29,12,25,1,0,0,124,16,108,12.9,60,1.66,9,11,2,4,0.11,0,1,0,59,37.7,9,9,20,5,27,10,392,526,74.5,437,89,0,1,105,1,7,27,25,845,30,65,46.2,32,7,2541,1461,50,1280,531,41.5,224
Jay Rodriguez,ENG,FW,Burnley,32,35000,29,13,1382,15.4,2,2,2,0,0,3,0,41,11,26.8,2.67,0.72,0.05,0.18,14.2,0,22,10,3,12,330,25,3,22,6,28,12,0,0,37,19,17,8,0,0,0,68,61,86,41.5,24,1.56,1,2,0,3,0.2,0,0,0,59,36.3,11,9,19,15,17,27,209,319,65.5,315,4,0,0,106,2,9,8,11,491,11,18,61.1,13,2,1308,634,13,685,336,49.1,66
Cristiano Ronaldo,POR,FW,Manchester Utd,36,515385,30,27,2456,27.3,18,3,15,3,3,8,0,108,39,36.1,3.96,1.43,0.14,0.38,15,8,10,8,4,3,182,12,2,10,5,15,31,1,0,16,26,34,12,2,0,0,101,48,58,45.3,76,2.79,9,5,1,9,0.33,2,2,0,40,23.1,5,12,14,10,8,16,718,888,80.9,857,31,2,2,175,3,10,38,30,1184,19,36,52.8,21,0,3435,2054,39,1513,965,63.8,218
Salomon Rondon,VEN,FW,Everton,31,20192,20,8,790,8.8,1,1,1,0,0,3,1,21,6,28.6,2.39,0.68,0.05,0.17,11.6,0,6,2,3,7,172,6,1,5,4,10,11,0,0,15,4,5,3,0,0,0,40,44,63,41.1,17,1.94,1,0,1,1,0.11,0,0,0,86,20.1,6,1,79,7,5,16,128,192,66.7,186,6,0,0,73,0,3,7,8,293,4,8,50,4,0,502,196,10,429,206,48,49
Mohamed Salah,EGY,FW,Liverpool,29,200000,35,30,2762,30.7,23,13,18,5,6,1,0,134,49,36.6,4.37,1.6,0.13,0.37,15.5,1,17,7,4,17,448,13,1,12,15,32,4,0,0,13,30,12,51,2,0,0,176,13,46,22,133,4.33,21,3,1,25,0.81,5,1,0,87,86.9,32,1,54,2,42,57,869,1118,77.7,1108,10,0,16,198,6,16,59,50,1583,57,136,41.9,70,2,5374,3288,84,1976,1310,66.3,367
Fabio Silva,POR,FW,Wolves,19,80000,22,6,572,6.4,0,0,0,0,0,0,0,19,5,26.3,2.99,0.79,0,0,13.2,0,6,5,1,5,149,1,0,1,4,10,2,0,0,14,8,4,4,0,0,0,33,14,36,28,16,2.52,3,0,1,1,0.16,0,0,0,83,77.5,26,4,49,4,59,28,93,132,70.5,119,13,0,1,34,0,0,11,7,215,5,21,23.8,6,3,865,548,17,312,150,48.1,46
Raheem Sterling,ENG,FW,Manchester City,26,300000,30,23,2128,23.6,13,5,11,2,3,1,0,54,25,46.3,2.28,1.06,0.2,0.44,13.8,0,28,18,6,15,317,15,0,15,15,43,3,0,0,27,46,9,52,2,0,0,112,5,28,15.2,90,3.81,11,5,1,11,0.47,0,4,0,15,0.4,0,1,15,22,0,0,722,876,82.4,866,10,3,1,144,5,6,30,44,1202,49,109,45,53,4,4986,2979,72,1306,1002,76.7,234
Ivan Toney,ENG,FW,Brentford,25,21154,33,32,2909,32.3,12,5,7,5,5,8,0,83,24,28.9,2.57,0.74,0.08,0.29,15.1,0,31,20,6,20,457,31,3,28,21,52,43,1,0,61,84,25,29,3,0,0,145,150,140,51.7,80,2.48,4,11,2,10,0.31,1,3,0,76,8.9,2,0,,3,8,1,458,779,58.8,752,27,5,13,224,6,20,49,47,1249,22,49,44.9,24,5,2364,1168,51,1673,907,54.2,205
Cenk Tosun,TUR,FW,Everton,30,60000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,69,42.5,11,4,15,4,14,30,2,2,100,2,0,0,0,0,0,0,0,0,3,0,0,,0,0,13,0,0,5,2,40,0
Jamie Vardy,ENG,FW,Leicester City,34,140000,25,20,1806,20.1,15,2,15,0,0,2,0,53,25,47.2,2.64,1.25,0.28,0.6,12.1,0,7,4,1,5,275,10,1,9,7,14,16,0,0,14,13,19,17,0,0,1,43,28,48,36.8,38,1.89,2,1,2,5,0.25,2,0,0,85,84,26,1,45,1,31,39,192,266,72.2,230,36,0,1,59,2,4,14,14,414,11,21,52.4,12,0,1385,857,11,683,283,41.4,123
Matcj Vydra,CZE,FW,Burnley,29,35000,22,5,679,7.5,2,3,2,0,0,1,0,19,7,36.8,2.52,0.93,0.11,0.29,14.3,0,12,8,3,2,159,5,1,4,3,15,9,0,0,13,11,5,3,0,0,0,24,19,62,23.5,12,1.59,0,1,0,3,0.4,0,0,0,42,11.1,0,4,12,14,7,8,76,112,67.9,112,0,0,0,31,1,3,9,3,212,5,10,50,5,0,340,157,13,360,153,42.5,53
Ollie Watkins,ENG,FW,Aston Villa,25,75000,35,33,2952,32.8,11,2,10,1,1,7,0,77,31,40.3,2.35,0.95,0.13,0.32,13.5,0,17,14,2,8,578,42,4,38,17,34,26,0,0,38,48,17,23,1,0,0,104,88,120,42.3,72,2.2,6,4,4,8,0.24,1,2,0,65,41.9,13,6,22,4,21,20,493,689,71.6,657,32,1,5,189,2,10,31,25,1099,30,58,51.7,32,0,3147,1853,76,1519,841,55.4,258
Wout Weghorst,NED,FW,Burnley,28,32692,20,17,1450,16.1,2,3,2,0,0,3,0,30,7,23.3,1.86,0.43,0.07,0.29,13.6,0,17,12,6,14,518,30,5,25,8,25,12,0,0,33,21,9,8,0,0,0,97,66,107,38.2,28,1.74,3,3,1,5,0.31,1,0,0,59,43.2,8,10,28,1,24,16,288,432,66.7,424,8,0,2,136,2,3,32,26,640,14,19,73.7,14,1,1120,357,33,826,442,53.5,104
Danny Welbeck,ENG,FW,Brighton,30,55000,25,15,1478,16.4,6,2,6,0,0,0,0,43,20,46.5,2.62,1.22,0.14,0.3,12.3,0,14,12,2,9,262,20,5,15,5,19,17,0,0,19,19,4,6,1,0,0,51,47,66,41.6,36,2.19,0,5,0,4,0.24,0,1,0,61,37.5,7,6,13,7,26,17,227,284,79.9,281,3,0,0,81,1,1,12,9,500,13,26,50,15,0,1533,750,31,759,375,49.4,110
Callum Wilson,ENG,FW,Newcastle Utd,29,46154,18,16,1386,15.4,8,0,6,2,2,4,0,32,12,37.5,2.08,0.78,0.19,0.5,13.4,0,8,6,1,3,190,9,4,5,4,12,12,1,0,31,26,17,5,0,0,0,40,30,78,27.8,20,1.3,0,0,1,0,0,0,0,0,48,26.7,6,10,15,16,15,15,123,176,69.9,156,20,1,0,64,1,2,5,9,366,14,25,56,16,0,775,432,29,640,257,40.2,51
Chris Wood,NZL,FW,Burnley,29,80000,17,17,1367,15.2,3,0,3,0,0,1,0,31,10,32.3,2.04,0.66,0.1,0.3,11.8,0,11,8,4,4,198,16,7,9,4,15,6,0,0,14,9,16,5,0,0,0,41,114,105,52.1,21,1.38,1,2,0,2,0.13,0,0,0,78,38.8,12,2,22,1,17,15,182,308,59.1,300,8,0,0,145,1,7,12,17,452,5,9,55.6,5,0,641,259,15,784,356,45.4,90
Chris Wood,NZL,FW,Newcastle Utd,29,80000,17,15,1327,14.7,2,0,1,1,1,0,0,20,6,30,1.36,0.41,0.05,0.17,10.9,0,4,3,1,1,248,8,3,5,2,6,8,0,0,22,13,10,2,1,0,0,51,146,128,53.3,21,1.42,2,1,0,2,0.14,0,1,0,90,10.5,4,0,,1,5,12,179,320,55.9,315,5,0,1,163,2,12,11,12,460,4,11,36.4,5,0,450,194,11,645,364,56.4,78
Andriy Yarmolenko,UKR,FW,West Ham,31,115000,19,1,316,3.5,1,0,1,0,0,1,0,11,5,45.5,3.13,1.42,0.09,0.2,14.9,0,3,0,3,4,60,5,2,3,1,4,1,0,0,1,5,3,5,0,0,0,17,4,8,33.3,7,1.99,2,0,0,0,0,0,0,0,52,36.5,6,14,30,12,19,19,79,107,73.8,105,2,0,0,18,1,1,2,6,149,3,8,37.5,5,0,683,377,5,170,119,70,32
Wilfried Zaha,CIV,FW,Crystal Palace,28,130000,33,31,2760,30.7,14,1,9,5,7,6,1,62,26,41.9,2.02,0.85,0.15,0.35,18.5,0,48,35,9,19,617,27,0,27,24,72,4,0,1,41,124,25,49,1,0,0,212,19,52,26.8,104,3.39,14,8,1,12,0.39,3,1,0,52,4.6,0,1,55,10,0,8,749,965,77.6,937,28,6,1,225,3,8,53,43,1533,73,140,52.1,78,9,6599,3889,141,1716,1162,67.7,233
